Time,Resistivity_1,Resistivity_2,Resistivity_3,Thickness_1,Thickness_2,dBdt
1e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.0029903462185873e-09
1.165914401179831e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.5731017182683843e-09
1.359356390878527e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.2194065752577257e-09
1.584893192461114e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-9.376464464362262e-10
1.8478497974222908e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-7.198921157006433e-10
2.1544346900318823e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-5.875739540005828e-10
2.5118864315095822e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-4.965302065476121e-10
2.9286445646252374e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-3.903809902548154e-10
3.414548873833601e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-3.201233635787166e-10
3.9810717055349695e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.489463652547759e-10
4.641588833612782e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.0224139767680028e-10
5.411695265464637e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.6027368869079473e-10
6.309573444801929e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.272182828886815e-10
7.356422544596421e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.0153137856049936e-10
8.576958985908945e-05,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-8.119566290226344e-11
0.0001,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-6.465227569575542e-11
0.00011659144011798311,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-5.188967773724515e-11
0.00013593563908785255,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-4.1388070437821796e-11
0.00015848931924611142,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-3.2850565210483013e-11
0.00018478497974222906,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.596998055627813e-11
0.00021544346900318823,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.0368672433271478e-11
0.00025118864315095795,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.728154499258473e-11
0.00029286445646252375,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.408565536862945e-11
0.0003414548873833601,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.1109282741689792e-11
0.00039810717055349735,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-8.744696789233032e-12
0.0004641588833612782,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-6.7591251732670454e-12
0.0005411695265464637,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-5.087657464378208e-12
0.000630957344480193,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-3.804744496539391e-12
0.0007356422544596414,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.8438224685905435e-12
0.0008576958985908946,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-2.1232700586131487e-12
0.001,96.0276341070503,19.171838437717888,5.254920892000063,45.63948433196078,97.94061390861978,-1.5759932462154713e-12
