Time,Resistivity_1,Resistivity_2,Resistivity_3,Thickness_1,Thickness_2,dBdt
1e-05,102.3323665956907,21.94394888558513,5.614328406149306,43.47258671534858,92.41163682602418,-2.07E-09
1.165914401179831e-05,92.50239420957047,19.334941212124402,5.354617020602164,51.535206923653206,95.80412125612347,-1.64E-09
1.359356390878527e-05,96.68284460520104,23.513171601575564,4.513526502527718,46.67326893255488,104.69895654776946,-1.28E-09
1.584893192461114e-05,103.67225417958738,19.0299386,4.112047514200161,52.76009540208469,100.66794740448569,-9.88E-10
1.8478497974222908e-05,102.82095248916559,18.056716176317625,4.055519354938529,52.03669848655337,108.12157477627345,-7.57E-10
2.1544346900318823e-05,91.92870755929886,23.668885310899096,4.900607905,45.25609772477711,94.34732208798829,-6.15E-10
2.5118864315095822e-05,118.77633671976471,16.57569754234876,5.3091513797882754,56.24480752506565,104.25677721418099,-5.15E-10
2.9286445646252374e-05,88.71027095981256,19.309418743923704,5.038278618370868,56.15999359101082,88.35857794479524,-3.99E-10
3.414548873833601e-05,107.41843155907857,19.913274226779755,5.287063060399399,54.08296554633707,85.63601220124508,-3.23E-10
3.9810717055349695e-05,118.73112634865201,19.59317838467124,5.076225146693809,50.35469161707432,85.12014639321346,-2.45E-10
4.641588833612782e-05,113.33102003928552,23.63214068035788,4.950161144085076,50.717858337808195,96.74923737201068,-1.95E-10
5.411695265464637e-05,95.96342713204513,17.520183129414587,5.810925135996795,48.35977881590793,95.19465916,-1.51E-10
6.309573444801929e-05,108.14687405681069,23.57039214044512,5.158930913473158,46.27531300599917,106.13022075041576,-1.17E-10
7.356422544596421e-05,96.71921541332202,22.95623558785252,4.079474922958804,46.754752121634944,106.21664275219726,-9.16E-11
8.576958985908945e-05,82.26288872769419,19.57548732889917,5.864940242399266,45.54855542131636,99.45967410939454,-7.20E-11
0.0001,81.16331011553955,20.705965273985147,5.9041660478803095,42.64440080747271,94.29402205071419,-5.65E-11
0.000116591,94.24532953988381,21.67739556096923,4.458369197022129,47.73189129697465,101.00643299810046,-4.50E-11
0.000135936,119.64377620819437,20.719692339127505,5.406254944442496,47.082562047668674,112.79752092747147,-3.56E-11
0.000158489,95.04740070249404,17.75410425055902,4.167404502638609,47.29544109185315,96.35331257606799,-2.81E-11
0.000184785,83.63517859555787,19.871122722363385,4.227520593478692,50.2904175,112.37017511997067,-2.21E-11
0.000215443,103.59078973597984,19.12509251478832,4.130665486039659,48.14192355012793,92.04633681187966,-1.73E-11
0.000251189,117.45603452248648,19.769740308630567,5.849115375055378,50.323883077645846,109.26106031138588,-1.46E-11
0.000292864,110.63241177049181,22.713027554945068,5.9863218306611365,55.58202400207901,110.6392349498805,-1.19E-11
0.000341455,114.2753786753209,19.78890112,5.544503469,51.440413721836556,102.72926993168099,-9.34E-12
0.000398107,108.74010266276335,16.574752874675728,5.856580218305641,54.427929784276074,87.69518680754511,-7.34E-12
0.000464159,80.70291446292215,16.44534924,4.969813168191311,47.63408394787885,105.42788666178518,-5.68E-12
0.00054117,109.79799229620848,18.450238020340525,4.618257813785108,44.78232277769552,103.66772845099952,-4.28E-12
0.000630957,96.44873799146161,17.781355490686675,4.857098684148848,43.439698358212844,106.93115457330752,-3.21E-12
0.000735642,80.22254521931451,18.585874137515688,4.598467887474462,46.07197028758346,90.95452700813948,-2.42E-12
0.000857696,114.18573059205026,17.791485184585895,4.577171294099792,51.77819628072389,86.48156426874584,-1.82E-12
0.001,115.51211620102238,23.619285423837407,5.063056861697245,47.37997405944578,90.63769742465301,-1.37E-12
